energy_per_atom,energy,density,formation_energy_per_atom,total_magnetization,band_gap,sgr,mp_id,formula,URL,num_sites,cell_volume,weight,magnetization_T
-6.102162248333332,-73.22594698,6.6020181587369065,-2.2618608264583338,1.1e-06,0.0,123,mp-616166,Ba2Ho(CuO2)3,https://materialsproject.org/materials/mp-616166,12,182.6584700532759,726.21872,7.018273637174676e-08
-6.3471689595,-126.94337919,5.2156008280258135,-2.369213291375,20.0002799,0.0,123,mp-1227731,BaSr4(FeO2)5,https://materialsproject.org/materials/mp-1227731,20,295.14583551397135,927.0260000000001,0.7897267363370611
-6.060734013846153,-78.78954218,6.442568654893992,-2.198597146442308,0.0011987,0.0,25,mp-1227474,BaSrSmCu3O7,https://materialsproject.org/materials/mp-1227474,13,174.73576542388517,677.9408000000001,7.994772798218297e-05
-6.1262775000000005,-159.28321499999998,6.320513448962142,-2.1757003252884632,6.26e-05,0.0,47,mp-1228236,Ba4PrY(Cu3O7)2,https://materialsproject.org/materials/mp-1228236,26,363.70971530452834,1384.3891,2.0058426378613528e-06
-6.201680949230768,-161.24370468,6.571776906500367,-2.1040558087500014,5.9782608,0.0,65,mp-1228601,Ba4PrEu(Cu3O7)2,https://materialsproject.org/materials/mp-1228601,26,365.7371059854777,1447.4472500000002,0.19049485942293465
-6.216322506923077,-80.81219259,6.8783393206164325,-2.258881405096154,2.4239224999999998,0.0,47,mp-1214661,Ba2HoCoCu2O7,https://materialsproject.org/materials/mp-1214661,13,178.0694968039509,737.605315,0.15863778089835123
-5.945301317333334,-89.17951976,6.178482105392053,-2.022544025000001,0.0,0.0,65,mp-6779,Ba2Pr(CuO2)4,https://materialsproject.org/materials/mp-6779,15,214.4021464546634,797.74085,0.0
-6.048257212692307,-157.25468753,6.412511110996813,-2.17311906721154,1.39e-05,0.0,25,mp-1228286,Ba3SrNd2(Cu3O7)2,https://materialsproject.org/materials/mp-1228286,26,360.81284675167467,1393.3526000000002,4.489626735770541e-07
-6.0649044152,-151.62261038,6.3435726775782815,-2.1941957395500005,1.9e-06,0.0,69,mp-1228184,Ba4Nd2Cu6O13,https://materialsproject.org/materials/mp-1228184,25,373.5575037874176,1427.0602,5.9275273132953306e-08
-5.928820817692308,-154.14934126,5.310300142811532,-2.311023974326924,3.9999998999999997,0.0,186,mp-1227396,BaYZn3CoO7,https://materialsproject.org/materials/mp-1227396,26,371.107212972455,1186.7776900000001,0.12561399050007774
-6.056964534,-151.42411335,6.306537125092887,-2.18476898775,3.2e-06,0.0,69,mp-1228176,Ba4Pr2Cu6O13,https://materialsproject.org/materials/mp-1228176,25,373.9953465824433,1420.3915,9.971516387295522e-08
-6.053728306923077,-157.39693598,6.533020546469557,-2.170498633846154,1.83e-05,0.0,47,mp-1228206,Ba4PrSm(Cu3O7)2,https://materialsproject.org/materials/mp-1228206,26,367.49909865856984,1445.8432500000001,5.80326281387654e-07
-5.748745436666668,-86.23118155,5.699345308151232,-1.7137412980000002,0.0006006000000000001,0.0,65,mp-20509,Ba2Y(CuO2)4,https://materialsproject.org/materials/mp-20509,15,217.27562364162208,745.7390499999999,3.2214526347163215e-05
-5.595978821428572,-78.3437035,6.053118034103991,-1.7598010471428571,0.0041659,0.0,123,mp-1256320,Ba2AlCu3O8,https://materialsproject.org/materials/mp-1256320,14,170.15700832757958,620.2687386,0.0002853227669737853
-6.444835619230768,-83.78286305,5.46922608094052,-2.341311571634616,3.118298,0.0,47,mp-1218472,Sr2YFeCu2O7,https://materialsproject.org/materials/mp-1218472,13,169.74466058200463,559.07865,0.2140912518104619
-6.240714718846153,-162.25858269,6.7183240412561425,-2.2470749498076934,9.000000000000001e-07,0.0,42,mp-1228353,Ba3Nd3(Cu3O7)2,https://materialsproject.org/materials/mp-1228353,26,358.38393854223835,1449.9746,2.926654117918165e-08
-5.81112665,-87.16689975,5.712237811210956,-1.7761225113333334,0.0,0.0,65,mp-6789,Ba2Y(CuO2)4,https://materialsproject.org/materials/mp-6789,15,216.78523323156145,745.7390499999999,0.0
-6.062664885769231,-157.62928703,6.4272110029790905,-2.1713489655769243,6.0599999999999996e-05,0.0,47,mp-1228253,Ba4LaPr(Cu3O7)2,https://materialsproject.org/materials/mp-1228253,26,370.58974211234215,1434.3887200000001,1.905709319398878e-06
-6.4913830315384615,-84.38797941,5.280596768357091,-2.309637689326924,13.000097300000002,0.3605,1,mvc-1357,Ba2AlFe3O7,https://materialsproject.org/materials/mvc-1357,13,182.7538508075493,581.1663386,0.8290056560467287
-5.935468224615384,-77.16108692,6.888577767567598,-2.140905910480769,3.2994331,0.0,47,mp-1214712,Ba2ErCuNi2O7,https://materialsproject.org/materials/mp-1214712,13,177.13862079936078,734.8416000000001,0.21707184399770477
-6.048722982692307,-157.26679755,6.522089469936181,-2.1636184455769243,2.71e-05,0.0,47,mp-1228202,Ba4PrNd(Cu3O7)2,https://materialsproject.org/materials/mp-1228202,26,366.5573732956093,1439.72525,8.615981517350935e-07
-7.030630394285715,-98.42882552,6.52079526817605,-2.692249813392858,1.89e-05,0.0,123,mp-10062,Ba2NdNb(CuO4)2,https://materialsproject.org/materials/mp-10062,14,195.29061020733494,766.88958,1.1278669464319455e-06
-6.771341097894738,-128.65548086,6.108371968685319,-2.338788461907896,11.560158,0.0,47,mp-1214560,Ba2Y2Co4O11,https://materialsproject.org/materials/mp-1214560,19,234.92746711360635,864.1918800000001,0.5734656392812287
-5.862923646538461,-152.43601481,6.787665275656584,-2.1022905599038464,7.699999999999999e-06,0.0,65,mp-1228154,Ba4YbPr(Cu3O7)2,https://materialsproject.org/materials/mp-1228154,26,359.26052460458055,1468.52325,2.4978057037432017e-07
-6.920201200714287,-96.88281681,5.553442485370369,-2.359929103777143,11.9999994,0.0,123,mvc-1099,Ba2Mn3AlO8,https://materialsproject.org/materials/mvc-1099,14,177.74541148864242,594.4448736,0.7867925765679387
-6.3412928215,-126.82585643,5.1481540285144405,-2.3633371533750007,20.000707300000002,0.013299999999999644,10,mp-1227721,BaSr4(FeO2)5,https://materialsproject.org/materials/mp-1227721,20,299.01258889475,927.0260000000001,0.779530852639964
-6.760829177222222,-121.69492519,6.0010629504881905,-2.3799745759722217,10.0000004,0.0,107,mp-1228469,Ba2Y2Co3CuO10,https://materialsproject.org/materials/mp-1228469,18,235.97760612486567,852.805285,0.4938631860073886
-6.454381063571428,-90.36133489,5.481842106770259,-2.269445017857142,14.9846576,0.0,123,mp-1256958,Ba2AlFe3O8,https://materialsproject.org/materials/mp-1256958,14,180.89120463193467,597.1657385999999,0.9653989016235407
-6.4140947211538455,-166.76646275,6.631690111787107,-2.1705935310576927,6.9161964000000005,0.0,47,mp-1228407,Ba4PrGd(Cu3O7)2,https://materialsproject.org/materials/mp-1228407,26,363.7564837421221,1452.73325,0.22158175710342856
-5.948726152142856,-83.28216613,6.575033281793593,-2.038578501071428,5.94e-05,0.0,123,mp-614964,Ba2PrCu3O8,https://materialsproject.org/materials/mp-614964,14,185.42251561947552,734.19485,3.733373183819195e-06
-7.4561963078947375,-141.66772985,6.423490846675558,-3.0423655281359654,0.0,0.0,123,mp-557043,Ba2Nd2Ti2Cu2O11,https://materialsproject.org/materials/mp-557043,19,248.67597006752246,961.9574,0.0
-6.3577875,-82.6512375,6.426471738201522,-2.0668596977884617,5.9617092000000005,0.0,25,mp-1227782,BaSrEuCu3O7,https://materialsproject.org/materials/mp-1227782,13,175.58789889656975,679.5448,0.395688687025586
-6.094767274,-152.36918185,6.2291550611566056,-2.21113892155,5.68e-05,0.0,69,mp-1228239,Ba4La2Cu6O13,https://materialsproject.org/materials/mp-1228239,25,377.57386333022845,1416.38714,1.753169229572557e-06
-6.2697299189999995,-125.39459838,5.1086473863349084,-2.3283430923750004,18.498832800000002,0.0,123,mp-1218452,Sr5Fe4CoO10,https://materialsproject.org/materials/mp-1218452,20,286.17174133117027,880.407195,0.7533469051315788
-7.2234646765384625,-187.81008159,4.918973594270315,-2.7851205550961544,8.00000815,1.0482000000000005,46,mvc-261,Sr2YCr2GaO7,https://materialsproject.org/materials/mvc-261,26,371.2395475755214,1099.7137,0.2511386886714678
-6.6535043296153855,-172.99111257,5.170816817463816,-2.1211303674038477,12.99999965,0.8653,9,mp-1192423,BaYCo4O7,https://materialsproject.org/materials/mp-1192423,26,368.64015710256643,1147.92286,0.4109775754088582
-7.1581713,-186.11245380000003,4.9571401535311095,-2.742181755628462,9.9619257,0.0,46,mvc-566,Sr2YMn2GaO7,https://materialsproject.org/materials/mvc-566,26,372.32322117466555,1111.48148,0.31181758419726197
-6.075301946153847,-78.9789253,6.882202656400553,-2.2031931485576934,1.4499999999999998e-05,0.0,47,mp-622105,Ba2DyCu3O7,https://materialsproject.org/materials/mp-622105,13,178.4961275549243,739.7878000000001,9.467092732872773e-07
-5.8443230208333325,-70.13187625,5.842195610891727,-1.9868866264583336,0.0035711,0.0,115,mp-1228546,Ba2Pr(CuO2)3,https://materialsproject.org/materials/mp-1228546,12,199.58659935743148,702.19605,0.00020852016539826026
-5.486669523,-54.86669523,5.792383373327942,-1.806863574375,0.1224924,0.0,71,mp-5700,Sr2Cu3O5,https://materialsproject.org/materials/mp-5700,10,127.82179575151571,445.875,0.01116816076126331
-6.0985267975,-73.18232157,6.806468571992168,-2.2625747893750003,4.2000000000000004e-06,0.11359999999999992,123,mp-21868,Ba2Lu(CuO2)3,https://materialsproject.org/materials/mp-21868,12,179.62043344203406,736.2554,2.7250280553713615e-07
-6.834604594230768,-177.69971945,4.557980917662701,-2.605435932019231,8.00000005,1.1598000000000002,1,mvc-312,Sr2AlCr2GaO7,https://materialsproject.org/materials/mvc-312,26,355.5219049258712,975.8650772000001,0.2622412781643382
-6.084052861599998,-152.10132154,5.982945909301665,-2.21966773315,5.27e-05,0.0,42,mp-1228705,Ba2Sr2La2Cu6O13,https://materialsproject.org/materials/mp-1228705,25,365.51982029478864,1316.97314,1.6802624082562023e-06
-6.3411257625,-253.64503050000002,6.155241819149323,-2.2352611310624995,8.704404199999999,0.0,2,mp-1228789,Ba6Y3Co3(Cu3O11)2,https://materialsproject.org/materials/mp-1228789,40,539.7529763488313,2000.741935,0.1879409559527485
-6.307626804,-63.07626804,4.98765803391762,-2.5438370263750008,8.0000393,0.8606000000000003,71,mp-19218,Sr3Fe2O5,https://materialsproject.org/materials/mp-19218,10,151.3321550679805,454.547,0.6160817318919535
-3.5212240577777787,-31.69101652,7.647196331035272,-0.2553213644444444,5.673333333333333e-05,0.0,189,mp-1084809,PrCdCu,https://materialsproject.org/materials/mp-1084809,9,206.41530527425493,950.5939500000001,3.2031245965574783e-06
-6.220383914615384,-161.72998178,6.6213181726392065,-2.208109996346155,3e-07,0.0,47,mp-1228501,Ba3La3(Cu3O7)2,https://materialsproject.org/materials/mp-1228501,26,359.61946232073007,1433.9650100000001,9.721997272354995e-09
-6.092175641153847,-158.39656667,6.2563641999372575,-2.192374674326924,1.47e-05,0.0,35,mp-1228470,Ba3CaLa2(Cu3O7)2,https://materialsproject.org/materials/mp-1228470,26,354.3668396033907,1335.1375400000002,4.834390044744703e-07
-7.063047826428572,-197.76533914,6.458765258292937,-2.7131318198214296,7.285e-05,0.0,140,mp-1214654,Ba2LaNb(CuO4)2,https://materialsproject.org/materials/mp-1214654,28,391.5883361552312,1523.1061,2.1680896500053524e-06
-6.8354817375,-54.683853899999995,5.695752074515084,-1.7609628256250014,7.6388761,0.0,99,mp-1222786,LaYFe2(AsO)2,https://materialsproject.org/materials/mp-1222786,8,151.99238393411218,521.34332,0.5857132742753054
-5.998985108076923,-155.97361281,5.384264142567514,-2.5508287024038467,0.0,2.2001,186,mp-1192369,BaYZn3GaO7,https://materialsproject.org/materials/mp-1192369,26,372.66456804293597,1208.3573000000001,0.0
-7.45437156,-67.08934404,5.945449233850722,-3.0537388493055557,2.0000006,2.2417,71,mp-19325,BaY2NiO5,https://materialsproject.org/materials/mp-19325,9,126.75256459131768,453.82910000000004,0.18388690290180382
-6.877098554615384,-89.40228121,5.3771231503574715,-2.291145157240769,13.179612400000002,0.0,47,mp-1253986,Ba2Mn3AlO7,https://materialsproject.org/materials/mp-1253986,13,178.63293522675465,578.4454736,0.8598417553395616
-7.450858632857143,-104.31202086,5.790104680113659,-2.6963521809200013,12.0000005,0.0,123,mvc-1049,Ba2YMn3O8,https://materialsproject.org/materials/mvc-1049,14,188.23954255764627,656.3691849999999,0.7429298923998477
-7.490060794615385,-194.74158066,4.633282019347925,-2.996529401634616,8.0000001,1.3403999999999998,46,mvc-322,Sr2YAlCr2O7,https://materialsproject.org/materials/mvc-322,26,363.4939108125274,1014.2307772000001,0.25648990690787343
-5.1967528960000005,-51.96752896,7.876801709175927,-0.4290404076666669,5.5e-06,0.0,55,mp-1079588,Nd2InNi2,https://materialsproject.org/materials/mp-1079588,10,219.53684046242384,1041.3775999999998,2.919662873623677e-07
